name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Brebastraat	""	way	25568602	highway	residential	-70.0328319	12.5325181	22	0.2	Brebastraat	Aruba	""	Aruba	The Netherlands	nl	Brebastraat, Aruba, Aruba, Nederland	-70.0337051	12.5323762	-70.0319593	12.5326574	""	""	BRB 11, BRB 16, BRB 9, BRB 8, BRB 3, BRB 13, BRB 7, BRB 4, BRB 6, BRB 5, BRB 14
Brazilweg	""	way	27114746	highway	residential	-68.9494426	12.1564079	22	0.2	Brazilweg	Curaçao	""	Curaçao	The Netherlands	nl	Brazilweg, Curaçao, Curaçao, Nederland	-68.9494459	12.1540141	-68.9487497	12.1589463	""	""	35, 7, 3, 29, 33
Braziliestraat	""	way	164332691	highway	residential	-70.0382834	12.5243730	22	0.2	Braziliestraat	Aruba	""	Aruba	The Netherlands	nl	Braziliestraat, Aruba, Aruba, Nederland	-70.0393497	12.5243569	-70.0372120	12.5244714	""	""	BRZ 10, BRZ 18, NI 10, WET 47, BRZ 3, BRZ 4, BRZ 4, BRZ 6, BRZ 7, BRZ 9, BRZ 5, BRZ 4, CO 15, WET 45 A, BRZ 14, BRZ 17, BRZ 18, BRZ 11, BRZ 8
Brasil	""	way	165595968	multiple	residential,secondary,tertiary	-69.9264582	12.4460315	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	Brasil, Aruba, Aruba, Nederland	-69.9273472	12.4443751	-69.9251830	12.4481017	""	""	BRA 11 B, BRA 24, BRA 25 B, BRA 30, BRA 8, BRA 27, BRA 13, BRA 15, BRA 21 D, BRA 25 B, BRA 33 B, BRA 35, BRA 43 M, BRA 6, BRA 7, BRA 18, BRA 19 C, BRA 19 A, BRA 20 D, BRA 22 A, BRA 23 A, BRA 21, BRA 27 A, BRA 29, BRA 31, BRA 33 A, BRA 3, BRA, CC 61 A, CC 61 B, CC 61, BRA 11 A, BRA 12, BRA 35 A, BRA 34 A, BRA 36 B, BRA 35 B, BRA 35 C, BRA 39, BRA 38 B, BRA 39 A, BRA 39, BRA 41, BRA 43 I, BRA Z/N, NCC 91, BRA 10, BRA 11, BRA 16, BRA 17, BRA 19, BRA 19, BRA 19 C, BRA 20, BRA 23 B, BRA 24 A, BRA 23, BRA 25 A, BRA 26, BRA 28, BRA 33 B, BRA 37 A, BRA 36, BRA 37, BRA 5, BRA 7
Brandarisweg	""	way	165825610	highway	residential	-69.8872165	12.4408947	22	0.2	Brandarisweg	Aruba	""	Aruba	The Netherlands	nl	Brandarisweg, Aruba, Aruba, Nederland	-69.8875807	12.4389626	-69.8871814	12.4426403	""	""	BDW 15, BDW 18, BDW 22, BDW 17, BDW Z/N, BDW 40, GLF 33, BDW 12, BDW 14, BDW 20, BDW 25, BDW 24 A, SGW 27, SGW Z/N, GLF 11, BDW 9, BDW 9, BDW 13, BDW 19, BDW 29, BDW 31, GLF 13, BDW 32
Bramendiweg	""	way	26995223	multiple	residential,secondary	-68.9079511	12.1025430	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bramendiweg, Curaçao, Curaçao, Nederland	-68.9138901	12.1006802	-68.9009422	12.1039152	""	""	202, 192, 194, 196, 200, 21
Brakkeput Mei Mei	""	node	3196410965	place	neighbourhood	-68.8645750	12.0899143	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Brakkeput Mei Mei, Curaçao, Curaçao, Nederland	-68.8645750	12.0899143	-68.8645750	12.0899143	""	""	""
Brakkeput Ariba	""	way	26953172	highway	residential	-68.8579145	12.0839526	22	0.2	Brakkeput Ariba	Curaçao	""	Curaçao	The Netherlands	nl	Brakkeput Ariba, Curaçao, Curaçao, Nederland	-68.8600723	12.0791377	-68.8543908	12.0875170	""	""	160, 62, BA6, 16B, 21, 18, 14N, 13, 26BC, 160, 16, 26A, 88, 1, 53, 24, 14, 20, 143, 10, 98, 1A, 49, 4, 19, 9, 12, 63, 25, 100, 26, 9A, 19A, 23, 2A, 17, 184, 124/3, 27
Brakkeput Ariba	""	node	297062483	place	neighbourhood	-68.8574602	12.0909083	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Brakkeput Ariba, Curaçao, Curaçao, Nederland	-68.8574602	12.0909083	-68.8574602	12.0909083	""	""	""
Brakkeput Abou	""	way	26815481	highway	residential	-68.8666161	12.0868566	22	0.2	Brakkeput Abou	Curaçao	""	Curaçao	The Netherlands	nl	Brakkeput Abou, Curaçao, Curaçao, Nederland	-68.8706526	12.0823116	-68.8629433	12.0909790	""	""	138, 239, 243, 249, 306, 304, 193, 302, 309, 280, 279, 276, 272, 308B, 98, 92, 91, 253, 244, 115, 309B, 273, 274, 131, 316, 130, 252, 246, 300B, 307, 308, 278, 315, 27, 30, 327, 251, 250, 247, 245, 295, 303, 310A, 277, 275, 274, 133, 101, 113, 142, 140, 229, 263, 100, 187, 221, 189, 175, 261, 259, 99, 94, 56A, 219, 176, 256, 265, 266, 255, 254, 135, 268, 260, 168, 170, 173, 171, 218, 195, 137, 71, 65, 73, 100, 66, 61, 96, 110, 172, 49, 212, 50, 169, 286, 198, 269, 267, 258, 264, 238, 270, 196, 165, 47, 48, 197, 106, 248, 166, 104, 194, 220, 174, 167, 257, 250, 112
Brakkeput Abou	""	node	295330896	place	neighbourhood	-68.8665784	12.0856613	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Brakkeput Abou, Curaçao, Curaçao, Nederland	-68.8665784	12.0856613	-68.8665784	12.0856613	""	""	""
Brahmstraat	""	way	31677637	highway	residential	-70.0308040	12.5161330	22	0.2	Brahmstraat	Aruba	""	Aruba	The Netherlands	nl	Brahmstraat, Aruba, Aruba, Nederland	-70.0308523	12.5154109	-70.0307462	12.5168544	""	""	BRH 2, BRH 2, SWL 10, BRH 2, BRH 4
Bragasdushiweg	""	way	31649607	highway	residential	-68.8519072	12.1047370	22	0.2	Bragasdushiweg	Curaçao	""	Curaçao	The Netherlands	nl	Bragasdushiweg, Curaçao, Curaçao, Nederland	-68.8537319	12.1041649	-68.8501828	12.1048523	""	""	
Boylestraat	""	way	25568469	highway	residential	-70.0323613	12.5248430	22	0.2	Boylestraat	Aruba	""	Aruba	The Netherlands	nl	Boylestraat, Aruba, Aruba, Nederland	-70.0323999	12.5242966	-70.0323205	12.5253893	""	""	BOY 10, BOY 6, BOY 8, BOY 1, BOY 2, BOY 4, BOY 6 A, BOY 8, DLS 21 A, BOY 5
Boy Ecuryweg	""	way	26993630	highway	residential	-68.8906624	12.1278011	22	0.2	Boy Ecuryweg	Curaçao	""	Curaçao	The Netherlands	nl	Boy Ecuryweg, Curaçao, Curaçao, Nederland	-68.8907257	12.1267961	-68.8892184	12.1280296	""	""	
Boutensstraat	""	way	25558201	highway	residential	-69.9000124	12.4381590	22	0.2	Boutensstraat	Aruba	""	Aruba	The Netherlands	nl	Boutensstraat, Aruba, Aruba, Nederland	-69.9005259	12.4379548	-69.8994995	12.4383647	""	""	WF 12, WF 14
Bou Barber	""	node	3197111427	place	neighbourhood	-69.0937091	12.2885594	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bou Barber, Curaçao, Curaçao, Nederland	-69.0937091	12.2885594	-69.0937091	12.2885594	""	""	""
Bottom Hillweg	""	way	30422644	highway	residential	-69.8980251	12.4506780	22	0.2	Bottom Hillweg	Aruba	""	Aruba	The Netherlands	nl	Bottom Hillweg, Aruba, Aruba, Nederland	-69.9022632	12.4498433	-69.8937623	12.4511087	""	""	BOW 17, BOW 9, BOW 12, JMS Z/N, BOW 17 A, BOW 26, BOW 22 A, BOW 27, BOW Z/N, PHW 31, BOW 22
Bottelier	""	way	30094967	highway	residential	-68.8872541	12.0981809	22	0.2	Bottelier	Curaçao	""	Curaçao	The Netherlands	nl	Bottelier, Curaçao, Curaçao, Nederland	-68.8876831	12.0980844	-68.8867020	12.1012581	""	""	
Bottelier	""	node	639265899	place	neighbourhood	-68.8871284	12.0997669	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bottelier, Curaçao, Curaçao, Nederland	-68.8871284	12.0997669	-68.8871284	12.0997669	""	""	""
Bottelier Kaya A	""	way	30094957	highway	residential	-68.8882614	12.0998672	22	0.2	Bottelier Kaya A	Curaçao	""	Curaçao	The Netherlands	nl	Bottelier Kaya A, Curaçao, Curaçao, Nederland	-68.8887679	12.0987467	-68.8881389	12.1011570	""	""	
Botocudosweg	""	way	95693394	highway	residential	-68.9087481	12.1438184	22	0.2	Botocudosweg	Curaçao	""	Curaçao	The Netherlands	nl	Botocudosweg, Curaçao, Curaçao, Nederland	-68.9095974	12.1436569	-68.9077815	12.1439522	""	""	
Bosweg	""	way	30827440	highway	residential	-68.9658938	12.1536662	22	0.2	Bosweg	Curaçao	""	Curaçao	The Netherlands	nl	Bosweg, Curaçao, Curaçao, Nederland	-68.9659098	12.1518105	-68.9636440	12.1548350	""	""	14, 22a, 16, 12, 20, 8, 18, 10
Bosschestraat	""	way	30422108	highway	residential	-69.9222982	12.4467882	22	0.2	Bosschestraat	Aruba	""	Aruba	The Netherlands	nl	Bosschestraat, Aruba, Aruba, Nederland	-69.9223266	12.4456467	-69.9222205	12.4479425	""	""	BRA 65, BRA 74 B, BRA 67 A, BRA Z/N, BRA, BRA 132, BRA 65 A, BRA 67, BRA 68, BRA 74, BRA 74 A, BRA 74 B, BRA 76, BRA 77, BRA, JAS 14, VBS 3, VBS 2, VBS 1, VBS 4, VBS 9, VBS 5, VBS 7, BRA 64 C, BRA 66, BRA 67 C, BRA 67 C, BRA 68 B, BRA 72, BRA 75, BRA 81 C, BRA 78, BRA 79, BRA Z/N, JAS 13, VBS 6
Boroncana	""	way	378079395	place	neighbourhood	-70.0322791	12.5830884	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	Boroncana, Aruba, Aruba, Nederland	-70.0351732	12.5795250	-70.0269487	12.5866653	""	""	""
Boroncana	""	way	252131077	highway	residential	-70.0327200	12.5840084	22	0.2	Boroncana	Aruba	""	Aruba	The Netherlands	nl	Boroncana, Boroncana, Aruba, Aruba, Nederland	-70.0359941	12.5828634	-70.0292916	12.5858842	""	""	BOR 203, BOR 216, BOR 218, BOR 225, BOR 225, BOR 239, BOR 236, BOR 241, BOR 248, BOR 313, BOR 4, BOR 101, BOR 111, BOR 115, BOR 126, BOR 119, BOR 122, BOR 134, BOR 15 A, BOR 15 B, BOR 18, BOR 159, BOR 158, BOR 20, BOR, BOR 10 A, BOR 10, BOR 103, BOR 104, BOR 107, BOR 110, BOR 12, BOR 142, BOR 144, BOR 149, BOR 15 C, BOR 150, BOR 16, BOR 22, BOR 161, BOR 8 F, BOR 8 H, BOR 8 J, BOR, BOR, BOR, BOR, SP 10 E, BOR 19, BOR 7 C, BOR 8, BOR 9 C, BOR 8 D, BOR 113, BOR 140, BOR 147, BOR 8 G, BOR 2 G, BOR 213, BOR 214, BOR 219, BOR 223, BOR 229, BOR 256, BOR 312, BOR 6, BOR 116, BOR 117, BOR 120, BOR 123, BOR 121, BOR 130, BOR, BOR, BOR 1 A, BOR 2, BOR 2 D, BOR 201, BOR 2 J, BOR 2 E, BOR 1, BOR 209, BOR 212, BOR 210, BOR 211, BOR 209, BOR 215, BOR 220, BOR 217, BOR 222, BOR 227, BOR 234, BOR 235, BOR 238, BOR 237, BOR 240, BOR 242, BOR 252, BOR 245, BOR 247, BOR 3 D, BOR 252 A, BOR 250, BOR 255, BOR 3 C, BOR 3 E, BOR 3 B, BOR 3, BOR 312, BOR 4 B, BOR 4 D, BOR 7 B, BOR 7, BOR 7, BOR, BOR, BOR, BOR 2 B, BOR 1 C, BOR 1 B, BOR 204, BOR 205, BOR 207, BOR 228, BOR 230, BOR 231, BOR 226, BOR 246, BOR 249, BOR 300, BOR 3 F, BOR 315, BOR 4 A, BOR 5 A, BOR 4 C, BOR 5 B, BOR 7 A, BOR 8 E, BOR 9 B, BOR 9 D, BOR 8 C, BOR, BOR Z/N, BOR 102, BOR 106, BOR 109, BOR 112, BOR 114, BOR 133, BOR 128, BOR 138, BOR 136, BOR 12 B, BOR 146, BOR 157, BOR 29, BOR 30, BOR, BOR, BOR, BOR, BOR, BOR, BOR, BOR, BOR, BOR, BOR
Borinquenweg	""	way	97726228	multiple	residential,service	-68.9414726	12.1529204	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Borinquenweg, Curaçao, Curaçao, Nederland	-68.9433598	12.1517886	-68.9392911	12.1552072	""	""	24, 33
Bordetstraat	""	way	97831623	highway	residential	-68.9478523	12.1123041	22	0.2	Bordetstraat	Curaçao	""	Curaçao	The Netherlands	nl	Bordetstraat, Curaçao, Curaçao, Nederland	-68.9481535	12.1121992	-68.9474873	12.1124916	""	""	
Boonchi Strenastraat	""	way	25568546	highway	residential	-70.0295700	12.5350344	22	0.2	Boonchi Strenastraat	Aruba	""	Aruba	The Netherlands	nl	Boonchi Strenastraat, Aruba, Aruba, Nederland	-70.0304496	12.5348010	-70.0286904	12.5352678	""	""	BOS 8, BOS 18, BOS 11 A, BOS 11, BOS 15, BOS 16, BOS 10, BOS 3, BOS 4, BOS 8, BOS 6, BOS 1, BOS 12, BOS 14
Booby Hillweg	""	way	165725502	highway	residential	-69.9002669	12.4458985	22	0.2	Booby Hillweg	Aruba	""	Aruba	The Netherlands	nl	Booby Hillweg, Aruba, Aruba, Nederland	-69.9010268	12.4457912	-69.8995001	12.4459436	""	""	WF 102, BHW 10, BHW 1, BHW 4, BHW 5, BHW 12, BHW 3, BHW 6, BHW 7, BHW 7, BHW 8, BHW, WF 98 J, WF 98 B, WF 100, WF 98 B, BHW
Bontemantelstraat	""	way	25568831	highway	residential	-70.0368552	12.5278434	22	0.2	Bontemantelstraat	Aruba	""	Aruba	The Netherlands	nl	Bontemantelstraat, Aruba, Aruba, Nederland	-70.0383237	12.5277518	-70.0354021	12.5279482	""	""	BOT 13, BOT 17, BOT 25, BOT 26, BOT 28, BOT 5, BOT 6, BOT 7, RAS 23 D, BOT 10, BOT 14, BOT 16, BOT 19, BOT 18, BOT 21, BOT 23, BOT 24, BOT 22, BOT 7, BOT 9, RAS 19, BOT 2, BOT 4, CRO 5, BOT 15, BOT 20, RAS 31, BOT 1, BOT 3, BOT 9, RAS 13, BOT 8
Bonitostraat	""	way	108342458	highway	residential	-68.9126890	12.0959387	22	0.2	Bonitostraat	Curaçao	""	Curaçao	The Netherlands	nl	Bonitostraat, Curaçao, Curaçao, Nederland	-68.9128030	12.0956803	-68.9125749	12.0961971	""	""	
Bongoweg	""	way	27095723	highway	residential	-68.8666426	12.1240518	22	0.2	Bongoweg	Curaçao	""	Curaçao	The Netherlands	nl	Bongoweg, Curaçao, Curaçao, Nederland	-68.8672005	12.1239176	-68.8660847	12.1241860	""	""	
Bonam Kaya G	""	way	95693953	highway	residential	-68.8830554	12.1481070	22	0.2	Bonam Kaya G	Curaçao	""	Curaçao	The Netherlands	nl	Bonam Kaya G, Curaçao, Curaçao, Nederland	-68.8832975	12.1476720	-68.8823865	12.1487572	""	""	
Bonam Kaya F	""	way	364905715	highway	residential	-68.8794703	12.1472306	22	0.2	Bonam Kaya F	Curaçao	""	Curaçao	The Netherlands	nl	Bonam Kaya F, Curaçao, Curaçao, Nederland	-68.8795059	12.1468234	-68.8794347	12.1476378	""	""	
Bonairestraat	""	way	166758461	highway	residential	-68.9366152	12.1124863	22	0.2	Bonairestraat	Curaçao	""	Curaçao	The Netherlands	nl	Bonairestraat, Curaçao, Curaçao, Nederland	-68.9372011	12.1124693	-68.9360290	12.1125127	""	""	16, 14, 7 -5
Bonacaweg	""	way	96748173	highway	residential	-68.9464253	12.1517192	22	0.2	Bonacaweg	Curaçao	""	Curaçao	The Netherlands	nl	Bonacaweg, Curaçao, Curaçao, Nederland	-68.9470268	12.1497160	-68.9448229	12.1565712	""	""	6, 21, 78, 15, 4, 8
Bombardiersweg	""	way	96987488	highway	residential	-68.9137470	12.1500025	22	0.2	Bombardiersweg	Curaçao	""	Curaçao	The Netherlands	nl	Bombardiersweg, Curaçao, Curaçao, Nederland	-68.9146362	12.1499981	-68.9131079	12.1503157	""	""	1
Boliviaweg	""	way	97832580	highway	residential	-68.9507588	12.1477926	22	0.2	Boliviaweg	Curaçao	""	Curaçao	The Netherlands	nl	Boliviaweg, Curaçao, Curaçao, Nederland	-68.9509336	12.1472654	-68.9505840	12.1483198	""	""	
Boliviastraat	""	way	41267727	highway	residential	-70.0385810	12.5233507	22	0.2	Boliviastraat	Aruba	""	Aruba	The Netherlands	nl	Boliviastraat, Aruba, Aruba, Nederland	-70.0403724	12.5230733	-70.0367881	12.5236334	""	""	ARE 60, ARE 62, ARE 64, BOL 11, BOL 19, BOL 22, BOL 3 C, BOL 31, BOL 32, BOL 36 A, BOL 37 A, BOL 39, BOL 7, BOL 9 C, BOL 5, BOL 1, BOL 11 A, BOL 10, BOL 13, BOL 11 B, BOL 15, BOL 3, BOL 3, BOL 35, BOL 6, BOL 8 A, BOL 37, BOL 9 B, BOL 9 A, WET 33, WET 35, BOL 2, BOL 32 A, BOL 4, BOL 8, EM 25, SOC 35, BOL 20, BOL 34 A, BOL 36, BOL 14, BOL 28, BOL 30, BOL 9, BOL 40, 2, BOL 24, BOL 16, BOL 33, BOL 25, 3, BOL 34, BOL 38, 4
Boerhaavestraat	""	way	56176435	highway	residential	-68.9455532	12.1108000	22	0.2	Boerhaavestraat	Curaçao	""	Curaçao	The Netherlands	nl	Boerhaavestraat, Curaçao, Curaçao, Nederland	-68.9455532	12.1096267	-68.9444238	12.1127600	""	""	
Boegoeroei	""	way	30595777	highway	residential	-70.0320738	12.5575754	22	0.2	Boegoeroei	Aruba	""	Aruba	The Netherlands	nl	Boegoeroei, Aruba, Aruba, Nederland	-70.0327250	12.5555095	-70.0308751	12.5575886	""	""	BOE 103, BOE 12, BOE 12, BOE 12 A, BOE 16, BOE 18 A, BOE 20 C, BOE 20 E, BOE 24, BOE 30 B, BOE 30 E, BOE 30 C, BOE 30 D, BOE 32, BOE 73 C, BOE 77 D, BOE 77 F, BOE 79, BOE 79 C, BOE 79 E, BOE 79 D, BOE 81, BOE 81 A, BOE 83 A, BOE 83 B, BOE 83 D, BOE 83 C, BOE 83, BOE 84, BOE 85 A, BOE 86, BOE 87 C, BOE 87, BOE 88 B, BOE 88, BOE 88 B, BOE 89, BOE 88, BOE 89 B, BOE 91 A, BOE 93, BOE Z/N, BOE Z/N, BOE Z/N, BOE z/n, BOE z/n, BOE, MTJ Z/N, WA 156, WA 159, WA 165, WA 167, WA 168, WA 174, WA 175, WA 186, WA 191, WA 184, WA 190, WA 164, BOE 17 A, BOE 2 A, BOE 29 A, BOE 31 A, BOE 31 C, BOE 31 H, BOE 31 J, BOE 31 M, BOE 33 F, BOE 37, BOE 4 B, BOE 4 A, BOE 59, BOE 63 A, BOE 65, BOE 69 D 1, BOE 75, BOE 8 A, BOE 8 C, BOE 8 D, BOE 8 B, BOE 8 E, BOE 8, BOE Z/N, BOE z/n, MTJ 6 D, MTJ 6 F, BOE 10 A, BOE 24 A, BOE 26 B, BOE 30 A, BOE 30, BOE 31, BOE 4, BOE 70 B, BOE 72, BOE 75 C, BOE 81, BOE 90, BOE 92, MTJ 31 M, MTJ 6 E, MTJ 6 H, WA 152, WA 154, WA 166, WA 172, WA 188, BOE 94, BOE 69 D, BOE 75 B, BOE 95, BOE 33 A, BOE 33 C, BOE 33 E, BOE 75 A, BOE 74, MTJ 97, MTJ 62 D, MTJ 77, MTJ 79, MTJ 63 A, MTJ 64 A, MTJ 71, MTJ 63 B, MTJ 63, MTJ 81, MTJ 62 B, MTJ 95, MTJ 99, MTJ 62 C, MTJ 83, BOE 32 B, MTJ 64, MTJ 93, MTJ 63 C, BOE 26 C, MTJ 87, MTJ 85, MTJ 63 D, BOE 20 A, MTJ 73, MTJ 75, MTJ 69, MTJ 62 A, BOE 69, BOE 22, BOE 31 G, BOE 31 I, BOE 31 K, BOE 33 B, BOE 33, BOE 63 B, BOE 71, BOE 73 A, BOE 75 H, BOE 77 B, BOE 77 A, BOE 82 A, BOE 82, BOE 85, BOE 91, BOE 91 B, BOE 97, BOE 93 A, WA 151, WA 153, WA 169, WA 170, WA 196, WA 157, WA 158, BOE 85 D, BOE 10, BOE 10 B, BOE 14, BOE 18 A, BOE 18, BOE 2, BOE 20 B, BOE 20, BOE 29, BOE 31 D, BOE 31 B, BOE 31 E, BOE 31 F, BOE 31 N, BOE 31 O, BOE 31 L, BOE 6, BOE 61, BOE 63, BOE 73 B, BOE 75 G, BOE 77 E, BOE 77 B, BOE 77, BOE 77 H, BOE 79 A, BOE 79 F, BOE 85 B, BOE, BOE, WA 155, WA 173, WA 189, WA 189, BOE 26 A, BOE 62 A, BOE 62, BOE 76, BOE 88 A, BOE 87 C, BOE 98, BOE 99, BOE 103, BOE 101, BOE 67, BOE 22 B, BOE 26 D, BOE 32 C, BOE 69 A
Boebiweg	""	way	95693186	highway	residential	-68.8973344	12.1346670	22	0.2	Boebiweg	Curaçao	""	Curaçao	The Netherlands	nl	Boebiweg, Curaçao, Curaçao, Nederland	-68.8974169	12.1335898	-68.8972519	12.1357443	""	""	
Boca Gentil	""	way	31740959	highway	residential	-68.8759305	12.0726486	22	0.2	Boca Gentil	Curaçao	""	Curaçao	The Netherlands	nl	Boca Gentil, Curaçao, Curaçao, Nederland	-68.8769596	12.0715131	-68.8736585	12.0745963	""	""	
Boca Gentil	""	node	3196410964	place	neighbourhood	-68.8753631	12.0727619	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Boca Gentil, Curaçao, Curaçao, Nederland	-68.8753631	12.0727619	-68.8753631	12.0727619	""	""	""
Blumond	""	way	164445324	highway	residential	-69.9995412	12.5382785	22	0.2	Blumond	Aruba	""	Aruba	The Netherlands	nl	Blumond, Aruba, Aruba, Nederland	-69.9995412	12.5376578	-69.9990119	12.5398003	""	""	BLO 5, BLO 5 B, BLO 6 E, BLO 7 A, BLO 6, BLO 7, BLO, BLO 5, BLO 6 A, PRA 103 N, PRA 115 S, BLO 5, BLO, BLO, PRA 101 C, PRA 101 B, BLO 5 D, BLO 6 F, BLO 6 B, 23
Bluejacketstraat	""	way	165725500	highway	residential	-69.9072955	12.4383243	22	0.2	Bluejacketstraat	Aruba	""	Aruba	The Netherlands	nl	Bluejacketstraat, Aruba, Aruba, Nederland	-69.9073225	12.4377375	-69.9072685	12.4389112	""	""	JIM 2
Blomonteweg	""	way	96748041	highway	residential	-68.9457574	12.1512887	22	0.2	Blomonteweg	Curaçao	""	Curaçao	The Netherlands	nl	Blomonteweg, Curaçao, Curaçao, Nederland	-68.9464865	12.1497798	-68.9454499	12.1514705	""	""	
Blenchiweg	""	way	31739336	highway	residential	-68.9036424	12.1345475	22	0.2	Blenchiweg	Curaçao	""	Curaçao	The Netherlands	nl	Blenchiweg, Curaçao, Curaçao, Nederland	-68.9049551	12.1337437	-68.9011285	12.1366815	""	""	14, 6, 76, 40, 96, 17, 23, 29A, 1A, 38, 31, 25, 16A, 22, 20, 16, 12, 53, 5, 27, 61, 13, 3, 4
Blenchistraat	""	way	40957327	highway	residential	-70.0062960	12.4920341	22	0.2	Blenchistraat	Aruba	""	Aruba	The Netherlands	nl	Blenchistraat, Aruba, Aruba, Nederland	-70.0095996	12.4910650	-70.0054528	12.4939953	""	""	BLE 1, BLE 23 C, KP 16, BLE 20, BLE 26 A, CHU 23, KP 14, KP 43 B, KP, BLE 11, BLE 13, BLE 12, BLE 17, BLE 14, BLE 19, BLE 15, BLE 21, BLE 23, BLE 26, BLE 27, BLE 3, BLE 29, BLE 7, BLE 8, CHU 25, KP 14, KP 45, KP z/n, KP z/n, KP, KP 18 B, KP 20, KP 43 E, BLE 10, BLE 18, BLE 16, BLE 25, BLE 5, BLE 9, CHU 23 A, CHU 27, KP 16, KP 43 E
Blauw	""	node	4720696901	place	neighbourhood	-68.9808959	12.1391187	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Blauw, Curaçao, Curaçao, Nederland	-68.9808959	12.1391187	-68.9808959	12.1391187	""	""	""
Blauwduifweg	""	way	95693640	highway	residential	-68.8969912	12.1304865	22	0.2	Blauwduifweg	Curaçao	""	Curaçao	The Netherlands	nl	Blauwduifweg, Curaçao, Curaçao, Nederland	-68.8970813	12.1291910	-68.8969116	12.1317814	""	""	
Bivak	""	node	3196517100	place	neighbourhood	-68.9364625	12.1408700	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bivak, Curaçao, Curaçao, Nederland	-68.9364625	12.1408700	-68.9364625	12.1408700	""	""	""
Bitterstraat	""	way	26818162	highway	residential	-68.9319796	12.1076583	22	0.2	Bitterstraat	Curaçao	""	Curaçao	The Netherlands	nl	Bitterstraat, Curaçao, Curaçao, Nederland	-68.9323564	12.1075075	-68.9315937	12.1078385	""	""	11, 28, 17, 3-9, 1A, 1B, 30
Bista Musikal	""	node	3196410963	place	neighbourhood	-68.8632987	12.0955602	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bista Musikal, Curaçao, Curaçao, Nederland	-68.8632987	12.0955602	-68.8632987	12.0955602	""	""	""
Bislickstraat	""	way	30422272	highway	residential	-69.9100255	12.4444041	22	0.2	Bislickstraat	Aruba	""	Aruba	The Netherlands	nl	Bislickstraat, Aruba, Aruba, Nederland	-69.9100748	12.4438877	-69.9099762	12.4449206	""	""	BIS 1, BIS 3, CJG 5, BIS 10, BIS 8, BIS 6, BIS 4, BZS 6, BIS 2, BIS 7, BIS 5, BIS 9
Bisento	""	node	3197111420	place	neighbourhood	-69.0726514	12.2544644	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Bisento, Curaçao, Curaçao, Nederland	-69.0726514	12.2544644	-69.0726514	12.2544644	""	""	""
Binnenweg	""	way	30827964	highway	residential	-68.9690151	12.1497163	22	0.2	Binnenweg	Curaçao	""	Curaçao	The Netherlands	nl	Binnenweg, Curaçao, Curaçao, Nederland	-68.9719192	12.1486701	-68.9686315	12.1523979	""	""	
Bilderdijkstraat	""	way	22972813	highway	residential	-70.0288176	12.5142460	22	0.2	Bilderdijkstraat	Aruba	""	Aruba	The Netherlands	nl	Bilderdijkstraat, Aruba, Aruba, Nederland	-70.0303685	12.5141530	-70.0272662	12.5143470	""	""	BI 1, BI 11, BI 1 A, BI 7, ALB 6, BI 15, BI 4, BI 5, BI 9, BI 3, BY 13, BI 14, BI 12, BI 13, BI 17, BI 10, BI 19, BI 8, BI 16
Bijgelegenweg	""	way	309350033	highway	residential	-68.9023501	12.1508871	22	0.2	Bijgelegenweg	Curaçao	""	Curaçao	The Netherlands	nl	Bijgelegenweg, Curaçao, Curaçao, Nederland	-68.9029016	12.1506494	-68.9017984	12.1511245	""	""	
Biesheuvel	""	way	96642230	highway	residential	-68.9072662	12.1341226	22	0.2	Biesheuvel	Curaçao	""	Curaçao	The Netherlands	nl	Biesheuvel, Curaçao, Curaçao, Nederland	-68.9073027	12.1336446	-68.9057212	12.1346113	""	""	21, 22, 20
Biesheuvel	""	node	295125496	place	neighbourhood	-68.9055819	12.1373598	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Biesheuvel, Curaçao, Curaçao, Nederland	-68.9055819	12.1373598	-68.9055819	12.1373598	""	""	""
